start_offset_ms,ttft_ms,latency_ms,generated_tokens,finish_reason,status,error
1.6,388.3,2259.1,128,length,200,
1.6,147.2,1955.2,128,length,200,
1.6,288.2,2143.6,128,length,200,
1.6,200.6,2036.6,128,length,200,
1.6,363.2,2231.0,128,length,200,
2.1,238.8,2090.0,128,length,200,
2.8,288.7,2143.5,128,length,200,
2.8,360.8,2229.8,128,length,200,
1783.8,58.7,1955.7,128,length,200,
1842.6,58.7,1953.9,128,length,200,
1843.1,58.7,1953.7,128,length,200,
1844.1,57.6,1953.1,128,length,200,
1855.8,70.9,1952.9,128,length,200,
1856.4,70.3,1953.0,128,length,200,
1857.0,70.5,1953.0,128,length,200,
1857.0,70.5,1953.0,128,length,200,
1857.0,71.0,1953.5,128,length,200,
1857.0,71.0,1953.5,128,length,200,
1858.6,69.9,1953.0,128,length,200,
1874.1,80.8,1953.9,128,length,200,
1874.1,81.5,1953.9,128,length,200,
1874.6,81.0,1954.4,128,length,200,
1875.1,81.0,1954.4,128,length,200,
1875.1,81.0,1954.4,128,length,200,
1875.1,81.0,1954.9,128,length,200,
1900.7,81.3,1955.4,128,length,200,
1901.2,80.2,1954.9,128,length,200,
1901.8,80.2,1955.5,128,length,200,
1901.8,80.2,1954.9,128,length,200,
1901.8,80.2,1954.9,128,length,200,
1927.4,83.9,1955.3,128,length,200,
1927.4,83.9,1955.3,128,length,200,
1927.4,83.9,1955.8,128,length,200,
1928.0,84.5,1955.8,128,length,200,
1928.5,84.0,1955.2,128,length,200,
1954.9,83.3,1955.6,128,length,200,
1954.9,82.8,1955.1,128,length,200,
1955.6,83.1,1955.4,128,length,200,
1956.2,82.0,1954.3,128,length,200,
1956.2,82.6,1954.9,128,length,200,
1956.7,81.0,1953.3,128,length,200,
1956.7,82.6,1954.8,128,length,200,
1956.7,82.6,1954.8,128,length,200,
1981.5,81.8,1955.0,128,length,200,
1982.0,82.6,1955.7,128,length,200,
1982.5,82.0,1954.7,128,length,200,
1982.9,82.3,1955.4,128,length,200,
1982.9,82.3,1955.4,128,length,200,
1982.9,82.3,1955.4,128,length,200,
2010.8,80.2,1953.3,128,length,200,
2010.8,80.2,1953.3,128,length,200,
2012.5,80.1,1952.7,128,length,200,
2012.5,79.6,1953.2,128,length,200,
2012.5,80.1,1953.2,128,length,200,
2037.7,79.8,1954.9,128,length,200,
2038.2,80.4,1955.0,128,length,200,
2038.2,79.8,1954.4,128,length,200,
2038.2,79.8,1955.0,128,length,200,
2038.7,80.4,1955.6,128,length,200,
2038.7,79.8,1955.0,128,length,200,
2038.7,79.8,1955.0,128,length,200,
2039.3,78.2,1953.3,128,length,200,
2039.3,80.3,1955.0,128,length,200,
2063.3,81.3,1956.7,128,length,200,
2064.1,81.1,1956.5,128,length,200,
2064.1,81.6,1957.0,128,length,200,
2064.6,81.1,1956.5,128,length,200,
2064.6,81.1,1956.5,128,length,200,
2065.1,80.0,1955.4,128,length,200,
2091.0,81.8,1956.8,128,length,200,
2091.5,81.3,1956.8,128,length,200,
2091.5,81.3,1956.8,128,length,200,
2092.1,82.5,1957.3,128,length,200,
2092.1,82.5,1956.8,128,length,200,
2092.1,82.5,1956.8,128,length,200,
2092.1,82.5,1956.8,128,length,200,
2092.6,82.0,1956.8,128,length,200,
2092.6,80.3,1955.2,128,length,200,
2117.5,82.3,1956.4,128,length,200,
2117.5,82.3,1956.4,128,length,200,
2118.6,82.9,1956.4,128,length,200,
2119.1,82.9,1955.9,128,length,200,
2119.1,83.4,1956.4,128,length,200,
2119.6,82.9,1955.9,128,length,200,
2119.6,83.4,1955.9,128,length,200,
2144.6,87.9,1955.8,128,length,200,
2145.1,87.4,1955.8,128,length,200,
2145.1,86.2,1955.3,128,length,200,
2145.1,87.4,1955.8,128,length,200,
2145.1,87.4,1956.4,128,length,200,
2145.7,86.9,1955.8,128,length,200,
2145.7,86.9,1956.4,128,length,200,
2146.2,86.3,1955.3,128,length,200,
2146.2,86.3,1955.8,128,length,200,
2172.9,85.7,1957.2,128,length,200,
2172.9,86.7,1957.8,128,length,200,
2172.9,86.7,1958.5,128,length,200,
2172.9,87.2,1958.5,128,length,200,
2173.7,85.9,1957.0,128,length,200,
2173.7,85.4,1956.4,128,length,200,
2174.3,85.8,1957.1,128,length,200,
2174.6,85.0,1956.0,128,length,200,
2199.8,83.7,1958.7,128,length,200,
2199.8,83.7,1959.5,128,length,200,
2200.4,83.1,1958.1,128,length,200,
2200.4,83.6,1958.9,128,length,200,
2200.4,84.2,1959.6,128,length,200,
2201.4,82.1,1957.0,128,length,200,
2202.0,82.0,1957.3,128,length,200,
2202.0,83.1,1958.0,128,length,200,
2202.0,83.1,1958.5,128,length,200,
2231.4,79.8,1958.7,128,length,200,
2231.4,79.8,1958.7,128,length,200,
2231.4,78.8,1957.7,128,length,200,
2232.0,79.1,1958.1,128,length,200,
2232.0,78.1,1957.0,128,length,200,
2232.0,79.7,1958.1,128,length,200,
2232.6,78.1,1956.5,128,length,200,
2232.6,78.1,1957.5,128,length,200,
2232.6,78.1,1957.5,128,length,200,
2232.6,77.6,1956.5,128,length,200,
2232.6,78.6,1957.5,128,length,200,
2232.6,79.2,1957.5,128,length,200,
2232.6,79.2,1957.5,128,length,200,
2232.6,78.1,1956.5,128,length,200,
2258.5,79.5,1959.4,128,length,200,
2258.5,79.5,1959.4,128,length,200,
2258.5,79.5,1959.9,128,length,200,
2259.1,78.9,1959.4,128,length,200,
2259.1,79.6,1959.9,128,length,200,
2259.6,79.1,1959.4,128,length,200,
2260.1,79.1,1958.9,128,length,200,
2260.6,78.6,1958.9,128,length,200,
2260.6,78.6,1958.9,128,length,200,
2261.2,76.8,1956.8,128,length,200,
2261.2,78.6,1958.3,128,length,200,
3739.5,56.5,1953.1,128,length,200,
3796.5,60.2,1954.0,128,length,200,
3796.8,60.5,1954.3,128,length,200,
3797.3,60.5,1954.3,128,length,200,
3808.7,73.0,1955.0,128,length,200,
3809.4,73.3,1955.1,128,length,200,
3810.0,73.2,1954.9,128,length,200,
3810.0,72.7,1955.4,128,length,200,
3810.5,72.2,1954.3,128,length,200,
3810.5,73.2,1955.5,128,length,200,
3811.5,99.5,1973.7,128,length,200,
3828.0,82.0,1956.2,128,length,200,
3828.0,82.5,1956.2,128,length,200,
3829.0,81.4,1955.7,128,length,200,
3829.6,81.5,1955.7,128,length,200,
3829.6,81.5,1955.7,128,length,200,
3830.1,81.0,1955.7,128,length,200,
3856.2,80.3,1953.1,128,length,200,
3856.2,80.3,1953.1,128,length,200,
3856.7,80.5,1952.6,128,length,200,
3856.7,80.5,1953.1,128,length,200,
3857.3,79.9,1952.5,128,length,200,
3882.7,81.9,1954.2,128,length,200,
3882.7,81.4,1953.7,128,length,200,
3883.2,81.4,1953.7,128,length,200,
3883.7,81.4,1953.7,128,length,200,
3883.7,82.0,1953.7,128,length,200,
3910.0,82.6,1954.5,128,length,200,
3910.0,82.6,1954.5,128,length,200,
3910.5,82.1,1954.5,128,length,200,
3910.5,82.7,1954.5,128,length,200,
3911.0,82.7,1954.5,128,length,200,
3911.0,82.7,1954.5,128,length,200,
3911.6,82.7,1954.5,128,length,200,
3911.6,82.7,1954.5,128,length,200,
3936.5,83.5,1955.4,128,length,200,
3937.2,83.8,1955.7,128,length,200,
3937.7,82.8,1955.1,128,length,200,
3938.3,82.8,1955.1,128,length,200,
3938.3,83.4,1955.6,128,length,200,
3938.3,83.4,1955.6,128,length,200,
3964.1,83.7,1954.8,128,length,200,
3964.1,83.7,1954.8,128,length,200,
3965.2,83.7,1955.3,128,length,200,
3965.7,83.7,1954.8,128,length,200,
3965.7,83.7,1954.8,128,length,200,
3992.6,81.3,1955.8,128,length,200,
3992.6,81.3,1956.3,128,length,200,
3992.6,82.3,1956.8,128,length,200,
3993.2,81.7,1957.3,128,length,200,
3993.2,81.7,1957.3,128,length,200,
3993.8,81.7,1957.2,128,length,200,
3993.8,81.2,1956.7,128,length,200,
3994.3,80.1,1954.6,128,length,200,
3994.3,81.2,1957.2,128,length,200,
4020.0,80.4,1955.6,128,length,200,
4020.5,80.4,1955.6,128,length,200,
4020.5,80.4,1955.6,128,length,200,
4021.0,80.5,1955.6,128,length,200,
4021.0,80.5,1955.6,128,length,200,
4021.0,81.0,1955.6,128,length,200,
4047.8,82.3,1955.0,128,length,200,
4048.3,81.8,1954.5,128,length,200,
4048.3,83.1,1955.1,128,length,200,
4048.3,83.1,1955.1,128,length,200,
4048.8,82.9,1955.1,128,length,200,
4048.8,83.5,1955.1,128,length,200,
4048.8,84.0,1955.1,128,length,200,
4049.4,83.5,1955.2,128,length,200,
4049.4,80.2,1953.5,128,length,200,
4073.9,84.6,1955.1,128,length,200,
4073.9,85.4,1955.1,128,length,200,
4074.9,85.6,1955.9,128,length,200,
4074.9,85.0,1955.4,128,length,200,
4075.5,85.1,1955.4,128,length,200,
4075.5,85.1,1955.4,128,length,200,
4075.5,85.1,1954.8,128,length,200,
4100.4,88.6,1956.9,128,length,200,
4100.4,88.6,1957.4,128,length,200,
4100.9,88.1,1956.9,128,length,200,
4100.9,88.1,1957.5,128,length,200,
4101.5,88.6,1957.4,128,length,200,
4101.5,87.5,1956.3,128,length,200,
4101.5,88.6,1957.4,128,length,200,
4102.1,88.0,1955.8,128,length,200,
4102.1,88.0,1956.9,128,length,200,
4130.1,87.9,1956.2,128,length,200,
4130.1,88.9,1957.1,128,length,200,
4130.7,88.4,1956.6,128,length,200,
4130.7,88.4,1956.6,128,length,200,
4130.7,87.3,1956.6,128,length,200,
4131.4,87.6,1955.9,128,length,200,
4131.4,87.6,1955.9,128,length,200,
4131.4,87.6,1955.9,128,length,200,
4158.5,86.5,1954.7,128,length,200,
4158.5,85.9,1954.1,128,length,200,
4158.5,87.0,1956.0,128,length,200,
4159.3,85.2,1953.3,128,length,200,
4159.3,85.2,1953.9,128,length,200,
4159.3,86.2,1955.2,128,length,200,
4160.0,84.5,1952.6,128,length,200,
4160.0,85.5,1954.5,128,length,200,
4160.5,83.9,1954.0,128,length,200,
4189.0,85.3,1953.5,128,length,200,
4189.0,85.3,1953.5,128,length,200,
4189.0,84.3,1951.9,128,length,200,
4189.0,85.3,1952.9,128,length,200,
4189.0,85.3,1952.9,128,length,200,
4190.1,84.8,1952.4,128,length,200,
4190.1,83.7,1951.9,128,length,200,
4190.1,83.7,1951.3,128,length,200,
4190.1,84.3,1951.9,128,length,200,
4190.1,83.2,1950.8,128,length,200,
4190.1,83.7,1951.3,128,length,200,
4190.1,84.8,1952.4,128,length,200,
4190.1,84.8,1952.4,128,length,200,
4190.1,84.3,1951.9,128,length,200,
4218.0,82.7,1951.7,128,length,200,
4218.0,82.7,1951.7,128,length,200,
4218.0,83.2,1952.3,128,length,200,
4218.5,82.7,1952.4,128,length,200,
4218.5,82.7,1951.8,128,length,200,
4219.0,83.2,1952.4,128,length,200,
4219.0,82.7,1951.8,128,length,200,
4219.0,82.7,1951.8,128,length,200,
4219.5,81.1,1950.7,128,length,200,
4219.5,81.6,1950.1,128,length,200,
4219.5,81.1,1950.1,128,length,200,
5692.6,57.9,1988.8,128,length,200,
5750.5,59.3,1970.6,128,length,200,
5751.0,58.8,1970.6,128,length,200,
5751.5,58.8,1970.7,128,length,200,
5763.7,71.7,1970.0,128,length,200,
5764.5,71.9,1969.7,128,length,200,
5764.8,71.6,1969.4,128,length,200,
5765.4,71.0,1968.8,128,length,200,
5765.4,72.0,1970.0,128,length,200,
5766.0,71.0,1968.9,128,length,200,
5784.2,80.8,1964.6,128,length,200,
5784.2,80.3,1962.7,128,length,200,
5784.7,80.3,1964.1,128,length,200,
5785.3,80.3,1964.4,128,length,200,
5785.3,80.3,1964.4,128,length,200,
5785.3,80.3,1964.4,128,length,200,
5785.8,79.8,1963.9,128,length,200,
5809.3,82.6,1950.3,128,length,200,
5809.3,82.6,1949.8,128,length,200,
5809.3,82.6,1949.8,128,length,200,
5809.8,82.1,1949.3,128,length,200,
5809.8,83.1,1949.8,128,length,200,
5836.4,83.0,1936.2,128,length,200,
5836.9,82.5,1935.7,128,length,200,
5836.9,82.5,1936.3,128,length,200,
5837.4,83.0,1936.4,128,length,200,
5837.4,83.0,1936.4,128,length,200,
5864.5,84.4,1920.4,128,length,200,
5864.5,83.9,1920.4,128,length,200,
5865.0,83.4,1919.9,128,length,200,
5865.0,83.9,1919.9,128,length,200,
5865.5,85.0,1920.2,128,length,200,
5865.5,85.0,1920.2,128,length,200,
5866.1,85.0,1919.6,128,length,200,
5866.1,84.5,1919.6,128,length,200,
5891.9,84.3,1903.7,128,length,200,
5892.9,83.3,1904.0,128,length,200,
5892.9,83.3,1904.0,128,length,200,
5893.4,83.8,1904.5,128,length,200,
5893.9,83.3,1904.0,128,length,200,
5893.9,83.3,1904.5,128,length,200,
5918.9,83.9,1888.0,128,length,200,
5918.9,83.9,1888.0,128,length,200,
5920.5,83.5,1887.4,128,length,200,
5920.5,84.1,1888.0,128,length,200,
5920.5,84.1,1887.4,128,length,200,
5948.4,80.6,1870.3,128,length,200,
5948.9,80.9,1871.4,128,length,200,
5948.9,80.9,1871.4,128,length,200,
5949.4,79.5,1869.8,128,length,200,
5950.5,79.8,1869.8,128,length,200,
5950.5,78.5,1868.2,128,length,200,
5950.5,79.8,1869.8,128,length,200,
5951.0,78.0,1868.2,128,length,200,
5951.5,78.2,1868.8,128,length,200,
5975.7,82.2,1854.4,128,length,200,
5976.2,81.2,1846.7,128,length,200,
5976.2,81.7,1854.5,128,length,200,
5976.7,81.7,1854.0,128,length,200,
5976.7,81.7,1854.0,128,length,200,
5976.7,81.7,1854.5,128,length,200,
6002.9,84.4,1837.2,128,length,200,
6002.9,84.4,1837.2,128,length,200,
6002.9,84.0,1838.4,128,length,200,
6003.5,83.8,1837.1,128,length,200,
6004.0,84.4,1836.0,128,length,200,
6004.0,84.9,1836.5,128,length,200,
6004.0,84.9,1836.5,128,length,200,
6004.0,84.4,1837.2,128,length,200,
6004.5,84.9,1836.7,128,length,200,
6029.0,84.2,1820.7,128,length,200,
6029.0,85.5,1820.7,128,length,200,
6030.3,84.2,1819.4,128,length,200,
6030.3,84.2,1820.1,128,length,200,
6030.8,81.8,1820.1,128,length,200,
6030.8,83.7,1820.6,128,length,200,
6030.8,83.7,1820.6,128,length,200,
6057.3,83.6,1802.8,128,length,200,
6057.8,83.1,1801.8,128,length,200,
6057.8,84.1,1802.3,128,length,200,
6057.8,83.6,1801.8,128,length,200,
6057.8,83.6,1802.3,128,length,200,
6058.4,83.6,1801.2,128,length,200,
6058.9,82.5,1801.2,128,length,200,
6058.9,83.6,1801.2,128,length,200,
6058.9,83.1,1801.2,128,length,200,
6086.3,83.3,1782.3,128,length,200,
6087.2,83.0,1781.4,128,length,200,
6087.2,83.0,1781.4,128,length,200,
6087.2,83.0,1781.4,128,length,200,
6087.2,83.6,1781.4,128,length,200,
6087.2,83.0,1781.4,128,length,200,
6087.2,82.4,1782.2,128,length,200,
6087.2,83.6,1782.2,128,length,200,
6112.6,82.4,1764.4,128,length,200,
6112.6,82.9,1764.9,128,length,200,
6112.6,82.4,1764.4,128,length,200,
6113.2,82.8,1763.9,128,length,200,
6113.2,82.8,1764.9,128,length,200,
6114.5,80.5,1763.0,128,length,200,
6114.5,80.5,1763.0,128,length,200,
6114.5,80.5,1762.5,128,length,200,
6114.5,81.5,1762.5,128,length,200,
6140.9,81.2,1744.9,128,length,200,
6140.9,80.7,1744.9,128,length,200,
6141.4,80.7,1744.4,128,length,200,
6141.4,81.2,1744.4,128,length,200,
6142.0,80.7,1743.9,128,length,200,
6142.0,81.2,1743.9,128,length,200,
6142.0,81.2,1743.9,128,length,200,
6142.0,81.2,1743.9,128,length,200,
6142.0,81.2,1743.9,128,length,200,
6142.5,79.1,1743.3,128,length,200,
6142.5,80.7,1743.3,128,length,200,
6142.5,80.7,1743.3,128,length,200,
6142.5,79.6,1743.3,128,length,200,
6142.5,80.1,1743.3,128,length,200,
6169.7,76.8,1721.8,128,length,200,
6169.7,77.8,1721.8,128,length,200,
6169.7,76.8,1721.8,128,length,200,
6169.7,77.3,1721.8,128,length,200,
6170.3,76.7,1721.2,128,length,200,
6170.3,77.2,1721.2,128,length,200,
6170.3,77.2,1721.2,128,length,200,
6170.8,77.2,1720.6,128,length,200,
6170.8,77.2,1720.6,128,length,200,
6170.8,75.6,1720.6,128,length,200,
6171.4,76.7,1720.0,128,length,200,
