start_offset_ms,ttft_ms,latency_ms,generated_tokens,finish_reason,status,error
0.0,433.3,1458.3,128,length,200,
0.0,426.9,1441.7,128,length,200,
0.0,433.3,1458.3,128,length,200,
0.6,432.7,1457.7,128,length,200,
0.6,426.3,1441.0,128,length,200,
0.6,426.3,1441.0,128,length,200,
0.6,432.7,1457.2,128,length,200,
0.6,432.7,1457.7,128,length,200,
0.6,432.7,1457.7,128,length,200,
0.6,426.3,1441.0,128,length,200,
0.6,347.4,1432.3,128,length,200,
0.6,432.7,1457.7,128,length,200,
0.6,426.3,1441.0,128,length,200,
0.6,432.7,1457.7,128,length,200,
0.6,432.7,1457.7,128,length,200,
0.6,432.7,1458.4,128,length,200,
1432.9,45.6,1056.1,128,length,200,
1441.7,47.2,1055.7,128,length,200,
1441.7,47.2,1055.7,128,length,200,
1441.7,47.2,1055.7,128,length,200,
1441.7,47.2,1055.7,128,length,200,
1441.7,47.2,1055.7,128,length,200,
1457.8,38.0,1056.9,128,length,200,
1458.3,37.5,1055.9,128,length,200,
1458.3,37.5,1055.9,128,length,200,
1458.3,37.5,1055.9,128,length,200,
1458.3,37.5,1055.9,128,length,200,
1458.3,37.5,1056.4,128,length,200,
1458.3,37.5,1055.9,128,length,200,
1458.3,37.5,1056.4,128,length,200,
1459.0,36.8,1055.2,128,length,200,
1459.0,36.8,1055.2,128,length,200,
2489.0,46.4,1040.3,128,length,200,
2497.4,50.2,1040.6,128,length,200,
2497.4,50.2,1040.6,128,length,200,
2497.4,50.2,1040.6,128,length,200,
2497.4,50.2,1040.6,128,length,200,
2497.4,50.2,1040.6,128,length,200,
2514.2,39.1,1037.6,128,length,200,
2514.2,39.1,1037.1,128,length,200,
2514.2,39.1,1037.6,128,length,200,
2514.2,39.1,1037.6,128,length,200,
2514.2,39.1,1037.6,128,length,200,
2514.7,38.6,1036.6,128,length,200,
2514.7,38.6,1037.1,128,length,200,
2514.7,38.6,1037.1,128,length,200,
2514.7,38.6,1037.1,128,length,200,
2514.7,38.6,1036.6,128,length,200,
3529.3,32.4,992.3,128,length,200,
3537.9,28.6,990.2,128,length,200,
